Volatility 3 Framework 2.26.2

PID	Process	Offset	Start VPN	End VPN	Tag	Protection	CommitCharge	PrivateMemory	Parent	File	File output
3692	powershell.exe	0xffffc90c0cd79380	0x7fffebc30000	0x7fffebc37fff	Vad 	PAGE_EXECUTE_WRITECOPY	2	0	0xffffc90c0c319b40	\Windows\System32\psapi.dll	Disabled
3692	powershell.exe	0xffffc90c0d475c60	0x7fffebfa0000	0x7fffec048fff	Vad 	PAGE_EXECUTE_WRITECOPY	9	0	0xffffc90c0c319b40	\Windows\System32\clbcatq.dll	Disabled
3692	powershell.exe	0xffffc90c0c319140	0x7fffec450000	0x7fffec4fdfff	Vad 	PAGE_EXECUTE_WRITECOPY	9	0	0xffffc90c0c30bea0	\Windows\System32\advapi32.dll	Disabled
3692	powershell.exe	0xffffc90c0cd88e20	0x7fffec390000	0x7fffec3fafff	Vad 	PAGE_EXECUTE_WRITECOPY	4	0	0xffffc90c0c319140	\Windows\System32\ws2_32.dll	Disabled
3692	powershell.exe	0xffffc90c0c3177a0	0x7fffec110000	0x7fffec164fff	Vad 	PAGE_EXECUTE_WRITECOPY	4	0	0xffffc90c0cd88e20	\Windows\System32\shlwapi.dll	Disabled
3692	powershell.exe	0xffffc90c0c318a60	0x7fffec420000	0x7fffec449fff	Vad 	PAGE_EXECUTE_WRITECOPY	4	0	0xffffc90c0cd88e20	\Windows\System32\gdi32.dll	Disabled
3692	powershell.exe	0xffffc90c0c31ba80	0x7fffec500000	0x7fffec52ffff	Vad 	PAGE_EXECUTE_WRITECOPY	3	0	0xffffc90c0c319140	\Windows\System32\imm32.dll	Disabled
3692	powershell.exe	0xffffc90c0c3198c0	0x7fffed410000	0x7fffed534fff	Vad 	PAGE_EXECUTE_WRITECOPY	5	0	0xffffc90c0c319dc0	\Windows\System32\rpcrt4.dll	Disabled
3692	powershell.exe	0xffffc90c0c319f00	0x7fffed140000	0x7fffed2dffff	Vad 	PAGE_EXECUTE_WRITECOPY	6	0	0xffffc90c0c3198c0	\Windows\System32\user32.dll	Disabled
3692	powershell.exe	0xffffc90c0cd79420	0x7fffec830000	0x7fffecf72fff	Vad 	PAGE_EXECUTE_WRITECOPY	17	0	0xffffc90c0c319f00	\Windows\System32\shell32.dll	Disabled
3692	powershell.exe	0xffffc90c0cd797e0	0x7fffec610000	0x7fffec6bcfff	Vad 	PAGE_EXECUTE_WRITECOPY	5	0	0xffffc90c0cd79420	\Windows\System32\SHCore.dll	Disabled
3692	powershell.exe	0xffffc90c0c319c80	0x7fffed0a0000	0x7fffed13bfff	Vad 	PAGE_EXECUTE_WRITECOPY	7	0	0xffffc90c0cd79420	\Windows\System32\sechost.dll	Disabled
3692	powershell.exe	0xffffc90c0c319d20	0x7fffed2e0000	0x7fffed409fff	Vad 	PAGE_EXECUTE_WRITECOPY	6	0	0xffffc90c0c319f00	\Windows\System32\ole32.dll	Disabled
3692	powershell.exe	0xffffc90c0c3196e0	0x7fffed620000	0x7fffed6bdfff	Vad 	PAGE_EXECUTE_WRITECOPY	10	0	0xffffc90c0c3198c0	\Windows\System32\msvcrt.dll	Disabled
3692	powershell.exe	0xffffc90c0cd81120	0x7fffedbd0000	0x7fffeddc7fff	Vad 	PAGE_EXECUTE_WRITECOPY	17	0	0xffffc90c0c3196e0	\Windows\System32\ntdll.dll	Disabled
