Volatility 3 Framework 2.26.2

PID	Process	Offset	HandleValue	Type	GrantedAccess	Name
3656	explorer.exe	0xc90c0eab21d0	0x2814	File	0x100081	\Device\HarddiskVolume3
3656	explorer.exe	0xc90c07e78d30	0x2818	ALPC Port	0x1f0001	-
3656	explorer.exe	0xc90c08ab9080	0x281c	Thread	0x1fffff	Tid 9724 Pid 3656
3656	explorer.exe	0xa00e88e1da10	0x2820	Section	0xf0007	-
3656	explorer.exe	0xc90c0eaa8a40	0x2828	File	0x100081	\Device\HarddiskVolume3\Users\Elon\AppData\Local\Microsoft\Windows\Burn
3656	explorer.exe	0xc90c0eb4cf50	0x282c	Mutant	0x1f0001	C::Users:Elon:AppData:Local:Microsoft:Windows:Explorer:thumbcache_idx.db!ThumbnailCacheInit
3656	explorer.exe	0xc90c0d75d6e0	0x2830	Event	0x1f0003	-
3656	explorer.exe	0xc90c09688080	0x2834	Thread	0x1fffff	Tid 7004 Pid 3656
3656	explorer.exe	0xc90c089b6cb0	0x2840	Mutant	0x1f0001	-
3656	explorer.exe	0xc90c0908e080	0x2844	Thread	0x1fffff	Tid 2200 Pid 3656
3656	explorer.exe	0xc90c08720460	0x2848	Event	0x1f0003	-
3656	explorer.exe	0xc90c0eb4c1d0	0x284c	Mutant	0x1f0001	C::Users:Elon:AppData:Local:Microsoft:Windows:Explorer:thumbcache_sr.db!dfMaintainer
3656	explorer.exe	0xc90c088baa90	0x2854	WaitCompletionPacket	0x1	-
3656	explorer.exe	0xc90c09e157e0	0x2858	Event	0x1f0003	-
3656	explorer.exe	0xc90c0eaa9850	0x285c	File	0x100081	\Device\HarddiskVolume3\Users\Elon\AppData\Roaming\Microsoft\Windows\Start Menu
3656	explorer.exe	0xc90c0dab7ed0	0x2860	WaitCompletionPacket	0x1	-
3656	explorer.exe	0xc90c097a7070	0x2868	ALPC Port	0x1f0001	-
3656	explorer.exe	0xc90c0871ffe0	0x286c	Event	0x1f0003	-
3656	explorer.exe	0xc90c0adafde0	0x287c	Event	0x1f0003	-
3656	explorer.exe	0xa00e8b3ec890	0x2880	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\COMMANDSTORE\SHELL\WINDOWS.RIBBONDELETE
3656	explorer.exe	0xc90c0d4064d0	0x2884	EtwRegistration	0x804	-
3656	explorer.exe	0xa00e8b3df0e0	0x2888	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\COMMANDSTORE
3656	explorer.exe	0xc90c088bb2b0	0x288c	WaitCompletionPacket	0x1	-
3656	explorer.exe	0xa00e8b3e75b0	0x2890	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\COMMANDSTORE
3656	explorer.exe	0xa00e8b3e99d0	0x2894	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\COMMANDSTORE
3656	explorer.exe	0xc90c0c215980	0x2898	WaitCompletionPacket	0x1	-
3656	explorer.exe	0xc90c088d0080	0x289c	Thread	0x1fffff	Tid 980 Pid 3656
3656	explorer.exe	0xc90c0adaa960	0x28a0	Event	0x1f0003	-
3656	explorer.exe	0xc90c0c2c3660	0x28a4	Event	0x1f0003	-
3656	explorer.exe	0xa00e8b3dedb0	0x28a8	Key	0x9	MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\COMMANDSTORE\SHELL\WINDOWS.HELP
3656	explorer.exe	0xa00e8b3ec9a0	0x28ac	Key	0x9	MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\COMMANDSTORE\SHELL\WINDOWS.REDO
3656	explorer.exe	0xc90c0895fef0	0x28b0	EtwRegistration	0x804	-
3656	explorer.exe	0xc90c0d756fe0	0x28b4	Event	0x1f0003	-
3656	explorer.exe	0xc90c0895a840	0x28b8	IoCompletion	0x1f0003	-
3656	explorer.exe	0xa00e8b3ecde0	0x28bc	Key	0x9	MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\COMMANDSTORE\SHELL\WINDOWS.RIBBONDELETE
3656	explorer.exe	0xa00e8b3dc110	0x28c0	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\COMMANDSTORE\SHELL\WINDOWS.NEWFOLDER
3656	explorer.exe	0xa00e8b3de860	0x28c8	Key	0x9	MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\COMMANDSTORE\SHELL\WINDOWS.NEWFOLDER
3656	explorer.exe	0xc90c0ab7dc60	0x28d0	WaitCompletionPacket	0x1	-
3656	explorer.exe	0xc90c0d75d4e0	0x28d4	Event	0x1f0003	-
3656	explorer.exe	0xc90c0d757c60	0x28d8	Event	0x1f0003	-
3656	explorer.exe	0xc90c0d403bc0	0x28dc	IoCompletion	0x1f0003	-
3656	explorer.exe	0xc90c0c111280	0x28e4	File	0x100020	\Device\HarddiskVolume3
3656	explorer.exe	0xc90c0ada78e0	0x28e8	Event	0x1f0003	-
3656	explorer.exe	0xc90c088a2070	0x28ec	ALPC Port	0x1f0001	-
3656	explorer.exe	0xc90c0c214120	0x28f0	WaitCompletionPacket	0x1	-
3656	explorer.exe	0xa00e8b3ecbc0	0x28f4	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\COMMANDSTORE
3656	explorer.exe	0xa00e8b3e97b0	0x28f8	Key	0x9	MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\COMMANDSTORE\SHELL\WINDOWS.UNDO
3656	explorer.exe	0xc90c065ee8c0	0x28fc	ALPC Port	0x1f0001	-
3656	explorer.exe	0xa00e8b3e9370	0x2900	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\COMMANDSTORE\SHELL\WINDOWS.UNDO
3656	explorer.exe	0xc90c08ea4ae0	0x2904	Event	0x1f0003	-
3656	explorer.exe	0xc90c0c2b9b60	0x290c	Event	0x1f0003	-
3656	explorer.exe	0xa00e8b3ecab0	0x2910	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\COMMANDSTORE\SHELL\WINDOWS.REDO
3656	explorer.exe	0xc90c03544080	0x2914	Thread	0x1fffff	Tid 9124 Pid 3656
3656	explorer.exe	0xc90c0c86f9e0	0x2918	Event	0x1f0003	-
3656	explorer.exe	0xc90c08991430	0x291c	EtwRegistration	0x804	-
3656	explorer.exe	0xa00e8b3df850	0x2920	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\COMMANDSTORE\SHELL\WINDOWS.HELP
3656	explorer.exe	0xc90c0895f470	0x2924	EtwRegistration	0x804	-
3656	explorer.exe	0xc90c0ac3e850	0x292c	EtwRegistration	0x804	-
3656	explorer.exe	0xc90c0c2b9560	0x2930	Event	0x1f0003	-
3656	explorer.exe	0xc90c0c2b9a60	0x2934	Event	0x1f0003	-
3656	explorer.exe	0xc90c0c2b91e0	0x2938	Event	0x1f0003	-
3656	explorer.exe	0xc90c0c2ba160	0x293c	Event	0x1f0003	-
3656	explorer.exe	0xc90c0c2b94e0	0x2940	Event	0x1f0003	-
3656	explorer.exe	0xc90c0c2b9ae0	0x2944	Event	0x1f0003	-
3656	explorer.exe	0xc90c0c2b97e0	0x2948	Event	0x1f0003	-
3656	explorer.exe	0xc90c0c2b9460	0x294c	Event	0x1f0003	-
3656	explorer.exe	0xc90c0c2b99e0	0x2950	Event	0x1f0003	-
3656	explorer.exe	0xc90c0c2b9260	0x2954	Event	0x1f0003	-
3656	explorer.exe	0xc90c0c2b9360	0x2958	Event	0x1f0003	-
3656	explorer.exe	0xc90c0c2b98e0	0x295c	Event	0x1f0003	-
3656	explorer.exe	0xc90c0c2b9f60	0x2960	Event	0x1f0003	-
3656	explorer.exe	0xc90c0c2ba0e0	0x2964	Event	0x1f0003	-
3656	explorer.exe	0xc90c0922b530	0x2968	EtwRegistration	0x804	-
3656	explorer.exe	0xc90c0eb4cd10	0x296c	Mutant	0x1f0001	C::Users:Elon:AppData:Local:Microsoft:Windows:Explorer:thumbcache_wide_alternate.db!dfMaintainer
3656	explorer.exe	0xc90c099edae0	0x2970	ALPC Port	0x1f0001	-
3656	explorer.exe	0xc90c0d766f60	0x2974	Event	0x1f0003	-
3656	explorer.exe	0xc90c08f4b2e0	0x2978	Event	0x1f0003	-
3656	explorer.exe	0xa00e8c90af90	0x297c	Section	0xf0007	e48HWNDInterface:60304
3656	explorer.exe	0xc90c0c2c23e0	0x2980	Event	0x1f0003	-
3656	explorer.exe	0xc90c08ea4b60	0x2988	Event	0x1f0003	-
3656	explorer.exe	0xc90c0968a340	0x298c	Process	0x101000	WWAHost.exe Pid 6780
3656	explorer.exe	0xc90c0adaa6e0	0x2990	Event	0x1f0003	-
3656	explorer.exe	0xc90c0c87c060	0x2998	Event	0x1f0003	-
3656	explorer.exe	0xc90c0c2131b0	0x299c	WaitCompletionPacket	0x1	-
3656	explorer.exe	0xc90c0dacf560	0x29a0	WaitCompletionPacket	0x1	-
3656	explorer.exe	0xa00e892aa510	0x29a4	Key	0x10	MACHINE\SOFTWARE\CLASSES\CLSID\{374DE290-123F-4565-9164-39C4925E467B}\INSTANCE
3656	explorer.exe	0xc90c0c215090	0x29b0	WaitCompletionPacket	0x1	-
3656	explorer.exe	0xc90c0c21b3b0	0x29b4	WaitCompletionPacket	0x1	-
3656	explorer.exe	0xc90c0d74fd60	0x29b8	Event	0x1f0003	-
3656	explorer.exe	0xc90c0c2bb560	0x29bc	Event	0x1f0003	-
3656	explorer.exe	0xa00e8b3eb240	0x29c4	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\COMMANDSTORE\SHELL\WINDOWS.RENAME
3656	explorer.exe	0xc90c09937ca0	0x29c8	Timer	0x1f0003	-
3656	explorer.exe	0xc90c0ad5c910	0x29cc	File	0x12019f	\Device\NamedPipe\srvsvc
3656	explorer.exe	0xc90c097e2080	0x29d0	Thread	0x1fffff	Tid 3708 Pid 3656
3656	explorer.exe	0xc90c0d402f70	0x29d4	EtwRegistration	0x804	-
3656	explorer.exe	0xc90c0c214940	0x29dc	WaitCompletionPacket	0x1	-
3656	explorer.exe	0xc90c0c215710	0x29e0	WaitCompletionPacket	0x1	-
3656	explorer.exe	0xa00e8b3ecef0	0x29e8	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\COMMANDSTORE
3656	explorer.exe	0xc90c08dcb080	0x29ec	Thread	0x1fffff	Tid 5992 Pid 3656
3656	explorer.exe	0xc90c087135e0	0x29f0	Event	0x1f0003	-
3656	explorer.exe	0xc90c0c112d10	0x29f4	File	0x100001	\Device\HarddiskVolume3
3656	explorer.exe	0xc90c0eaa43f0	0x29f8	File	0x12019f	\Device\HarddiskVolume3\Users\Elon\AppData\Local\Microsoft\Windows\Explorer\iconcache_48.db
3656	explorer.exe	0xc90c08961140	0x29fc	IoCompletion	0x1f0003	-
3656	explorer.exe	0xa00e8d803100	0x2a04	Key	0x10	MACHINE\SOFTWARE\CLASSES\CLSID\{A8CDFF1C-4878-43BE-B5FD-F8091C1C60D0}\INSTANCE
3656	explorer.exe	0xc90c096b7a80	0x2a08	ALPC Port	0x1f0001	-
3656	explorer.exe	0xa00e8985cf90	0x2a0c	Section	0xf0007	e48HWNDInterface:203be
3656	explorer.exe	0xc90c0ac40610	0x2a10	EtwRegistration	0x804	-
3656	explorer.exe	0xc90c0c214a10	0x2a14	WaitCompletionPacket	0x1	-
3656	explorer.exe	0xc90c0eb4c1d0	0x2a18	Mutant	0x1f0001	C::Users:Elon:AppData:Local:Microsoft:Windows:Explorer:thumbcache_sr.db!dfMaintainer
3656	explorer.exe	0xc90c0c2ba360	0x2a20	Event	0x1f0003	-
3656	explorer.exe	0xc90c087139e0	0x2a24	Event	0x1f0003	-
3656	explorer.exe	0xc90c0eb4b090	0x2a28	Mutant	0x1f0001	C::Users:Elon:AppData:Local:Microsoft:Windows:Explorer:thumbcache_48.db!dfMaintainer
3656	explorer.exe	0xc90c0adaabe0	0x2a2c	Event	0x1f0003	-
3656	explorer.exe	0xc90c08b45fe0	0x2a34	Event	0x1f0003	-
3656	explorer.exe	0xa00e8b21aa80	0x2a38	Key	0x10	MACHINE\SOFTWARE\CLASSES\CLSID\{3ADD1653-EB32-4CB0-BBD7-DFA0ABB5ACCA}\INSTANCE
3656	explorer.exe	0xa00e88837970	0x2a3c	Key	0x10	MACHINE\SOFTWARE\CLASSES\CLSID\{1CF1260C-4DD0-4EBB-811F-33C572699FDE}\INSTANCE
3656	explorer.exe	0xa00e892ac2d0	0x2a40	Key	0x20019	USER\S-1-5-21-3274565340-3808842250-3617890653-1001_CLASSES\DIRECTORY\BACKGROUND
3656	explorer.exe	0xc90c0adb6ce0	0x2a44	Event	0x1f0003	-
3656	explorer.exe	0xa00e8b208870	0x2a48	Key	0x2001f	USER\S-1-5-21-3274565340-3808842250-3617890653-1001\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\BITBUCKET\VOLUME\{A76705C4-882B-4112-9F4B-63E7E08CAA1E}
3656	explorer.exe	0xc90c0d750de0	0x2a50	Event	0x1f0003	-
3656	explorer.exe	0xc90c096bf080	0x2a54	Thread	0x1fffff	Tid 7164 Pid 3656
3656	explorer.exe	0xc90c0d750860	0x2a58	Event	0x1f0003	-
3656	explorer.exe	0xc90c0d418580	0x2a60	IoCompletion	0x1f0003	-
3656	explorer.exe	0xc90c0d75c560	0x2a68	Semaphore	0x1f0003	-
3656	explorer.exe	0xc90c0e6da460	0x2a6c	Event	0x1f0003	-
3656	explorer.exe	0xc90c0eb4ad90	0x2a74	Mutant	0x1f0001	C::Users:Elon:AppData:Local:Microsoft:Windows:Explorer:thumbcache_wide.db!dfMaintainer
3656	explorer.exe	0xc90c08713de0	0x2a78	Event	0x1f0003	-
3656	explorer.exe	0xc90c0dacf490	0x2a84	WaitCompletionPacket	0x1	-
3656	explorer.exe	0xc90c0eb4ac10	0x2a88	Mutant	0x1f0001	C::Users:Elon:AppData:Local:Microsoft:Windows:Explorer:thumbcache_1920.db!dfMaintainer
3656	explorer.exe	0xc90c09c158e0	0x2a8c	Event	0x1f0003	-
3656	explorer.exe	0xc90c07d56540	0x2a94	File	0x100020	\Device\HarddiskVolume3\Windows\WinSxS\amd64_microsoft.windows.gdiplus_6595b64144ccf1df_1.1.19041.2006_none_919e9136cc8d4791
3656	explorer.exe	0xc90c0d763960	0x2a98	Event	0x1f0003	-
3656	explorer.exe	0xc90c089b7430	0x2a9c	Mutant	0x1f0001	C::Users:Elon:AppData:Local:Microsoft:Windows:Explorer:iconcache_1920.db!dfMaintainer
3656	explorer.exe	0xa00e89881290	0x2aa0	Section	0xf0007	e48HWNDInterface:2040a
3656	explorer.exe	0xc90c0eb4ce90	0x2aa8	Mutant	0x1f0001	C::Users:Elon:AppData:Local:Microsoft:Windows:Explorer:thumbcache_custom_stream.db!dfMaintainer
3656	explorer.exe	0xc90c0d75ed60	0x2ab0	Event	0x1f0003	-
3656	explorer.exe	0xc90c08ea1760	0x2ab8	Event	0x1f0003	-
3656	explorer.exe	0xc90c0d4034b0	0x2ac0	EtwRegistration	0x804	-
3656	explorer.exe	0xc90c0c2160d0	0x2ac4	WaitCompletionPacket	0x1	-
3656	explorer.exe	0xc90c089607b0	0x2ac8	EtwRegistration	0x804	-
3656	explorer.exe	0xc90c0c2c2360	0x2acc	Event	0x1f0003	-
3656	explorer.exe	0xc90c085b1fe0	0x2ad0	Event	0x1f0003	-
3656	explorer.exe	0xc90c088bb790	0x2ad8	WaitCompletionPacket	0x1	-
3656	explorer.exe	0xc90c0c2b9c60	0x2adc	Event	0x1f0003	-
3656	explorer.exe	0xc90c0a2c6130	0x2ae0	IoCompletionReserve	0xf0003	-
3656	explorer.exe	0xc90c08719660	0x2ae4	Event	0x1f0003	-
3656	explorer.exe	0xc90c08f81080	0x2ae8	Thread	0x1fffff	Tid 4900 Pid 3656
3656	explorer.exe	0xc90c08f81080	0x2af0	Thread	0x1fffff	Tid 4900 Pid 3656
3656	explorer.exe	0xc90c0eab3df0	0x2af4	File	0x100081	\Device\HarddiskVolume3\Users\Public\Desktop
3656	explorer.exe	0xc90c0eaa4ee0	0x2af8	File	0x100081	\Device\HarddiskVolume3\Users\Elon\Documents
3656	explorer.exe	0xc90c08a7c280	0x2afc	Event	0x1f0003	-
3656	explorer.exe	0xc90c0d766de0	0x2b04	Event	0x1f0003	-
3656	explorer.exe	0xa00e877c8090	0x2b08	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\COMMANDSTORE\SHELL\WINDOWS.NEWFOLDER
3656	explorer.exe	0xc90c0ad99460	0x2b0c	Event	0x1f0003	-
3656	explorer.exe	0xc90c09c2f660	0x2b10	Event	0x1f0003	-
3656	explorer.exe	0xc90c089b7970	0x2b14	Mutant	0x1f0001	-
3656	explorer.exe	0xc90c09e114e0	0x2b1c	Event	0x1f0003	-
3656	explorer.exe	0xa00e892aba50	0x2b24	Key	0x10	USER\S-1-5-21-3274565340-3808842250-3617890653-1001_CLASSES\CLSID\{04271989-C4D2-A822-2522-F7C6CA4ED1A0}\INSTANCE
3656	explorer.exe	0xa00e8b3d13e0	0x2b2c	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\COMMANDSTORE
3656	explorer.exe	0xa00e88835990	0x2b30	Key	0x10	MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\DESKTOP\NAMESPACE
3656	explorer.exe	0xc90c089b7df0	0x2b34	Mutant	0x1f0001	C::Users:Elon:AppData:Local:Microsoft:Windows:Explorer:iconcache_exif.db!dfMaintainer
3656	explorer.exe	0xc90c0eaa88b0	0x2b38	File	0x100081	\Device\HarddiskVolume3\Users\Elon\AppData\Local\Microsoft\Windows\Burn
3656	explorer.exe	0xc90c0a7ac080	0x2b3c	Thread	0x1fffff	Tid 3104 Pid 3656
3656	explorer.exe	0xc90c07eac080	0x2b40	Thread	0x1fffff	Tid 4524 Pid 3656
3656	explorer.exe	0xc90c08872670	0x2b48	Mutant	0x1f0001	-
3656	explorer.exe	0xa00e87359680	0x2b4c	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\COMMANDSTORE\SHELL\WINDOWS.UNDO
3656	explorer.exe	0xc90c09a6ed70	0x2b50	EtwRegistration	0x804	-
3656	explorer.exe	0xc90c09a4f730	0x2b54	EtwRegistration	0x804	-
3656	explorer.exe	0xa00e8698d5a0	0x2b58	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\COMMANDSTORE\SHELL\WINDOWS.RIBBONDELETE
3656	explorer.exe	0xc90c086f0d20	0x2b5c	ALPC Port	0x1f0001	-
3656	explorer.exe	0xc90c08f7f040	0x2b60	Thread	0x1fffff	Tid 6920 Pid 3656
3656	explorer.exe	0xc90c0c879e60	0x2b64	Event	0x1f0003	-
3656	explorer.exe	0xc90c0ce1be60	0x2b6c	Event	0x1f0003	-
3656	explorer.exe	0xc90c0c879ee0	0x2b70	Event	0x1f0003	-
3656	explorer.exe	0xc90c0d75d7e0	0x2b74	Event	0x1f0003	-
3656	explorer.exe	0xc90c088d0080	0x2b78	Thread	0x1fffff	Tid 980 Pid 3656
3656	explorer.exe	0xc90c0c2c3360	0x2b7c	Event	0x1f0003	-
3656	explorer.exe	0xc90c08720ce0	0x2b80	Event	0x1f0003	-
3656	explorer.exe	0xc90c0c996a80	0x2b84	ALPC Port	0x1f0001	-
3656	explorer.exe	0xa00e8b207660	0x2b88	Key	0x10	MACHINE\SOFTWARE\CLASSES\CLSID\{A8CDFF1C-4878-43BE-B5FD-F8091C1C60D0}\INSTANCE
3656	explorer.exe	0xc90c0a62ebf0	0x2b8c	File	0x100001	\Device\HarddiskVolume3\Windows\System32\en-US\MMDevAPI.dll.mui
3656	explorer.exe	0xc90c0d4280b0	0x2b90	EtwRegistration	0x804	-
3656	explorer.exe	0xc90c089b5c30	0x2b94	Mutant	0x1f0001	-
3656	explorer.exe	0xa00e8b210900	0x2b98	Key	0x10	MACHINE\SOFTWARE\CLASSES\CLSID\{088E3905-0323-4B02-9826-5D99428E115F}\INSTANCE
3656	explorer.exe	0xc90c08723f60	0x2b9c	Event	0x1f0003	-
3656	explorer.exe	0xa00e85f30e10	0x2ba0	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\SYSTEMCERTIFICATES\SMARTCARDROOT
3656	explorer.exe	0xc90c0a62e290	0x2ba4	File	0x100001	\Device\HarddiskVolume3\Windows\System32\en-US\wdmaud.drv.mui
3656	explorer.exe	0xa00e8ce55210	0x2ba8	Key	0x10	MACHINE\SOFTWARE\CLASSES\CLSID\{1F3427C8-5C10-4210-AA03-2EE45287D668}\INSTANCE
3656	explorer.exe	0xc90c0d75b1e0	0x2bac	Event	0x1f0003	-
3656	explorer.exe	0xc90c08149ad0	0x2bb0	ALPC Port	0x1f0001	-
3656	explorer.exe	0xc90c0c2ba9e0	0x2bb8	Event	0x1f0003	-
3656	explorer.exe	0xc90c090bd950	0x2bbc	Event	0x1f0003	ShellStartReadyEvent
3656	explorer.exe	0xa00e8c903190	0x2bcc	Section	0xf0007	e48HWNDInterface:c0620
3656	explorer.exe	0xa00e8883e7f0	0x2bd0	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\SYSTEMCERTIFICATES\TRUSTEDPEOPLE
3656	explorer.exe	0xa00e877c86f0	0x2bd4	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\SYSTEMCERTIFICATES\AUTHROOT
3656	explorer.exe	0xa00e89de47d0	0x2bd8	Key	0x20019	USER\S-1-5-21-3274565340-3808842250-3617890653-1001\SOFTWARE\MICROSOFT\SYSTEMCERTIFICATES\ROOT
3656	explorer.exe	0xa00e8822fc60	0x2bdc	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\ENTERPRISECERTIFICATES\ROOT
3656	explorer.exe	0xa00e89de5270	0x2be0	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\SYSTEMCERTIFICATES\ROOT
3656	explorer.exe	0xc90c0a967fb0	0x2be8	Mutant	0x1f0001	-
3656	explorer.exe	0xa00e8a4bf680	0x2bec	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\SYSTEMCERTIFICATES\CA
3656	explorer.exe	0xa00e8ce55100	0x2bf0	Key	0x10	MACHINE\SOFTWARE\CLASSES\CLSID\{088E3905-0323-4B02-9826-5D99428E115F}\INSTANCE
3656	explorer.exe	0xa00e89de4c10	0x2bf4	Key	0x20019	USER\S-1-5-21-3274565340-3808842250-3617890653-1001\SOFTWARE\MICROSOFT\SYSTEMCERTIFICATES\CA
3656	explorer.exe	0xc90c0eaa6b00	0x2bf8	File	0x100081	\Device\HarddiskVolume3\Users\Elon\Desktop
3656	explorer.exe	0xc90c089b7df0	0x2bfc	Mutant	0x1f0001	C::Users:Elon:AppData:Local:Microsoft:Windows:Explorer:iconcache_exif.db!dfMaintainer
3656	explorer.exe	0xc90c09c19d60	0x2c04	Event	0x1f0003	-
3656	explorer.exe	0xc90c0c293080	0x2c08	Thread	0x1fffff	Tid 7084 Pid 3656
3656	explorer.exe	0xc90c0c2c3fe0	0x2c0c	Event	0x1f0003	-
3656	explorer.exe	0xc90c0eaa7140	0x2c10	File	0x100081	\Device\HarddiskVolume3\Users\Elon\AppData\Roaming\Microsoft\Internet Explorer\Quick Launch\User Pinned
3656	explorer.exe	0xc90c0862ace0	0x2c14	ALPC Port	0x1f0001	-
3656	explorer.exe	0xc90c088bfa30	0x2c18	WaitCompletionPacket	0x1	-
3656	explorer.exe	0xc90c0ce09f60	0x2c1c	Event	0x1f0003	-
3656	explorer.exe	0xc90c09a696c0	0x2c24	IoCompletion	0x1f0003	-
3656	explorer.exe	0xc90c0daae880	0x2c28	WaitCompletionPacket	0x1	-
3656	explorer.exe	0xc90c094b0ce0	0x2c2c	ALPC Port	0x1f0001	-
3656	explorer.exe	0xa00e8a4c9e60	0x2c30	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\SYSTEMCERTIFICATES\DISALLOWED
3656	explorer.exe	0xc90c0ea95990	0x2c34	File	0x12019f	\Device\HarddiskVolume3\Users\Elon\AppData\Local\Microsoft\Windows\Explorer\iconcache_idx.db
3656	explorer.exe	0xc90c08262bb0	0x2c40	Timer	0x1f0003	-
3656	explorer.exe	0xa00e8c903190	0x2c44	Section	0xf0007	e48HWNDInterface:c0620
3656	explorer.exe	0xc90c0eaa4d50	0x2c48	File	0x12019f	\Device\HarddiskVolume3\Users\Elon\AppData\Local\Microsoft\Windows\Explorer\iconcache_32.db
3656	explorer.exe	0xc90c0dab0eb0	0x2c54	WaitCompletionPacket	0x1	-
3656	explorer.exe	0xa00e89d809d0	0x2c58	Section	0x0	-
3656	explorer.exe	0xc90c0ce64ac0	0x2c64	ALPC Port	0x1f0001	-
3656	explorer.exe	0xc90c09c18460	0x2c68	Event	0x1f0003	-
3656	explorer.exe	0xc90c08961cc0	0x2c6c	IoCompletion	0x1f0003	-
3656	explorer.exe	0xc90c0d428970	0x2c70	EtwRegistration	0x804	-
3656	explorer.exe	0xc90c0c8847e0	0x2c78	Event	0x1f0003	-
3656	explorer.exe	0xc90c0962a080	0x2c7c	Thread	0x1fffff	Tid 436 Pid 3656
3656	explorer.exe	0xc90c089b6ef0	0x2c80	Mutant	0x1f0001	-
3656	explorer.exe	0xc90c08d97040	0x2c84	Thread	0x1fffff	Tid 7032 Pid 3656
3656	explorer.exe	0xc90c0c2bb3e0	0x2c88	Event	0x1f0003	-
3656	explorer.exe	0xa00e892a6aa0	0x2c8c	Key	0x10	USER\S-1-5-21-3274565340-3808842250-3617890653-1001_CLASSES\CLSID\{04271989-C4D2-A822-2522-F7C6CA4ED1A0}\INSTANCE
3656	explorer.exe	0xc90c0dabb470	0x2c90	WaitCompletionPacket	0x1	-
3656	explorer.exe	0xc90c0908e080	0x2c94	Thread	0x1fffff	Tid 2200 Pid 3656
3656	explorer.exe	0xc90c0d4056d0	0x2c98	EtwRegistration	0x804	-
3656	explorer.exe	0xc90c0d766ce0	0x2ca0	Event	0x1f0003	-
3656	explorer.exe	0xc90c0eb4bb10	0x2ca4	Mutant	0x1f0001	C::Users:Elon:AppData:Local:Microsoft:Windows:Explorer:thumbcache_16.db!dfMaintainer
3656	explorer.exe	0xc90c0d41a0c0	0x2cac	IoCompletion	0x1f0003	-
3656	explorer.exe	0xc90c07dd22e0	0x2cb0	Event	0x1f0003	-
3656	explorer.exe	0xc90c0f1609c0	0x2cb4	File	0x100001	\Device\HarddiskVolume3\Windows\System32\en-US\twext.dll.mui
3656	explorer.exe	0xc90c0eab48e0	0x2cb8	File	0x100081	\Device\HarddiskVolume3\Users\Public\Desktop
3656	explorer.exe	0xc90c0d7570e0	0x2cbc	Event	0x1f0003	-
3656	explorer.exe	0xc90c08c03e00	0x2cc0	File	0x100001	\Device\HarddiskVolume3\Windows\System32\en-US\combase.dll.mui
3656	explorer.exe	0xc90c0f144e00	0x2cc4	File	0x12019f	\Device\HarddiskVolume3
3656	explorer.exe	0xc90c0d7569e0	0x2cd4	Event	0x1f0003	-
